ACCE_ABSORB_COST	Kombinasyon maliyeti: %d
TOOLTIP_MALL_ITEMBONUS_STATIC	Nesne düþürme þansý %200 arttý.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Sevgi Puaný daha hýzlý artar.	SNA
TOOLTIP_MALL_SAFEBOX	Depoya fazladan 2 oda daha eklenir	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%%%d	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%%%d	SA
TOOLTIP_MAX_STAMINA	Max. Dayanýklýlýk +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Büyü Saldýrý / Yakýn Dövüþ Saldýrý +%%%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Saldýrý esnasýnda %%%d olasýlýkla yakýndaki tüm canavarlar sana saldýrabilir (Cesaret Pelerini)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	%%90'dan fazla HP'n olursa, aldýðýnd hasar %%%d düþer.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Bir bineðe bindiðinde hasar 10 saniye boyunca +%%%d artar.	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	20 saniye boyunca düþmanlarý geri savurmama þansý %%%d. 2 dakika soðuma süresi.	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	%s at becerisini öðrenmek ister misin?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Atýnýn becerisini geliþtirmek mi istiyorsun? \n Gereken Gaya ve Yang: %d Gaya / %d Yang
TOOLTIP_MOV_SPEED	Hareket Hýzý %%%d	SA
TOOLTIP_NECK	Kolye
TOOLTIP_NEED_ALL_SP	Gereken SP: Max.
TOOLTIP_NEED_GSP	Gereken Ejderha Hayaleti: %d
TOOLTIP_NEED_HP	Gereken HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP/Sn.: %d
TOOLTIP_NEED_SKILL_POINT	Gereken Beceri Puaný:
TOOLTIP_NEED_SP	Gereken SP: %d
TOOLTIP_NEED_SP_PER_SEC	SP: %d / Sn.
TOOLTIP_NEXT_SKILL_LEVEL_1	Sonraki Seviye: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Sonraki Seviye: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Saldýrý hasarý %%%d þansla engellendi	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Ortalama Zarar %%%d	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Patronlara karþý saldýrý hasarý +%%%d	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Ortalama Zarara Direniþ %%%d	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Patronlardan saldýrý hasarý -%%%d	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	%%%d olasýlýkla ölümden kaçabilirn ve toplam HP'ni %%30 oranýnda yenileyebilirsin.	SA
TOOLTIP_NO_FALLEN	Savaþta %d%% þansla 15 saniye düþüþ direnci kazan.	SA
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT	Temel bonuslar: %s
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_DARK	Karanlýk
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_EARTH	Toprak
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ELECT	Þimþekler
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_FIRE	Ateþ
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_ICE	Buz
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_NONE	Hiçbiri
TOOLTIP_NPC_LOCATION_HELPER_ELEMENT_ENCHANT_WIND	Rüzgar
TOOLTIP_NPC_LOCATION_HELPER_LEVEL	Canavar seviyesi: %d
TOOLTIP_NPC_LOCATION_HELPER_MOB_GRADE	Canavar rütbesi: %s
TOOLTIP_PARTY_INFO_GRADE_UP1	Grup üyesi %d den fazla.
TOOLTIP_PARTY_INFO_GRADE_UP2	Saldýrý Seviyesi +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Savunma Seviyesi +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Tüm grup üyelerine 60 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Tüm grup üyelerine 30 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Grup üyesi öldükten sonra 3 dakika beklemelisiniz.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Ayný serverda olduðunuz zaman grup üyelerinizi çaðýrabilirsiniz.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Saldýrý Seviyesi +(Grup üye sayisi./2) %d Saldýrý birimi seçilebilir.
TOOLTIP_PARTY_INFO_SET_TANKER	Savunma Seviyesi +(Grup üye sayisi)  1 Yakýn Dövüs Savasçýsý seçilebilir.
TOOLTIP_PARTY_SKILL_LEVEL	Mevcut Seviye: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Saldýrý/Savunma yükseltildi]
TOOLTIP_PARTY_TITLE_HEAL	[Yükleme]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	%d Grup üyesi olduðunda %%%d bonus EXP alýrsýn.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Çaðýr]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Saldýrý Birimi olarak ayarla]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Yakýn Dövüþ Savaþçýsý olarak belirle]
TOOLTIP_PASSIVE_JOB_DECK	Kalýntý bonusu	SNA
TOOLTIP_PEPSI_EVENT	%5 EXP bonusu ve %5 daha yüksek bir nesne düþürme þansý.	SNA
TOOLTIP_PETBAG_PET_MAX_LIFE	Pet süresi: %s saat	SA
TOOLTIP_PETBAG_PET_TYPE	Pet türü: %s	SA
TOOLTIP_PICK_EXP	Puanlar: %d / %d
TOOLTIP_PICK_LEVEL	Seviye: %d
TOOLTIP_PICK_UPGRADE1	Onu oduncuya ver;
TOOLTIP_PICK_UPGRADE2	daha iyi
TOOLTIP_PICK_UPGRADE3	bir kazma alabilmek için.
TOOLTIP_POTION_CURE	Olumsuz sonuçlarý geri al.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Elementlerin koruma iksiri. +%5 büyü/yakýn dövüþ saldýrýsý | +%10 elementer dirençleri	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Saldýrý Hýzý: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS SAL. CANAVAR: +%%%d
TOOLTIP_POTION_PLUS_ATT_POINT	SAL: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	SAL: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	SAV: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	HASAR DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP: +%%%d
TOOLTIP_POTION_PLUS_HP_POINT	HP: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Hareket Hýzý: +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	KARANLIK DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	TOPRAK DÝRENCÝ : +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	BUZ DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	BÜYÜ DÝRENCÝ: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP: +%%%d
TOOLTIP_POTION_PLUS_SP_POINT	SP: +%d
TOOLTIP_POTION_PLUS_STR_POINT	GÜÇ: +%d
TOOLTIP_POTION_SEC	Sn.
TOOLTIP_POTION_TIME	Süre:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Elementer laneti karþýsýnda baðýþýklýk	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	PvP turnuvasýna katýl	SNA
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP Turnuvasý EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	21.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_41_LEVEL	41.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_LEVEL	%d.Seviyeye ulaþmýþ olmalýsýn.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Seviye %d gerekli.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d gerekli
TOOLTIP_RESIST_BOW	Ok savunmasý %d%%	SA
TOOLTIP_RESIST_DARK	Karanlýk Direnci %%%d	SA
TOOLTIP_RESIST_EARTH	Toprak Direnci +%%%d	SA
TOOLTIP_RESIST_ELEC	Þimþek Direnci %%%d	SA
TOOLTIP_RESIST_FIRE	Ateþ direnci %%%d	SA
TOOLTIP_RESIST_ICE	Buz direnci +%%%d	SA
TOOLTIP_RESIST_MAGIC	Büyüye karþý dayanýklýlýk %%%d	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Büyü bozma %%%d	SA
TOOLTIP_RESIST_PER_DARK	Karanlýk direnci (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_RESIST_PER_EARTH	Toprak direnci (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_RESIST_PER_ELEC	Þimþek direnci (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_RESIST_PER_FIRE	Ateþe karþý direnç (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_RESIST_PER_HUMAN	Yarý insanlara karþý direnç (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_RESIST_PER_ICE	Buz direnci (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_RESIST_PER_MAGIC	Büyüye karþý direnç (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_RESIST_PER_WIND	Rüzgar direnci (Toplam deðerin +%%%d oranýnda)	SA
TOOLTIP_REST_USABLE_COUNT	Kalan: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Lider bonusu: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Mevcut Seviye: %d
TOOLTIP_SCROLL_DOWN	Aþaðý kaydýr
TOOLTIP_SCROLL_UP	Yukarý kaydýr
TOOLTIP_SEALED	Ruha baðlý
TOOLTIP_SEASON_PVE_BUFF	PvE hasarýný 10 dak. boyunca %40 artýrýr.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Sýralama puanýný 10 dak. boyunca %20 artýrýr.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. eklenen Bonus +%%%d	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s : %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Burada bir eþya kullanabilirsin:
TOOLTIP_SELLPRICE	Fiyat: %s
TOOLTIP_SET_ITEM	Set Bonusu	SNA
TOOLTIP_SET_ITEM_1	Kuts. 
TOOLTIP_SET_ITEM_2	Görk. 
TOOLTIP_SET_ITEM_3	Kahr. 
TOOLTIP_SET_ITEM_4	Soylu 
TOOLTIP_SET_ITEM_5	Heyb. 
TOOLTIP_SHAMAN	Þaman
TOOLTIP_SHIELD	Kalkan
TOOLTIP_SHOES	Ayakkabý
TOOLTIP_SKILL	Beceriler	SNA
TOOLTIP_SKILLBOOK_NAME	Beceri Kitabý
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Saldýrý Deðeri: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Saldýrý Deðeri:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Saldýrý Hýzý: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Savunma:
TOOLTIP_SKILL_AFFECT_DODGE	Rakip saldýrý deðeri: -
TOOLTIP_SKILL_AFFECT_HEAL	Yüklenen HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Hareket Hýzý: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Yakýn dövüþ saldýrýlarýný yansýtma þansý:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Beden hasarýna karþý koyma:
TOOLTIP_SKILL_COOL_TIME	Yükleme Süresi: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Suikast hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Uçan týlsým hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Beceri Hasarý %%%d	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Patronlara karþý beceri hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Þimþek çaðýrma hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Þimþek pençesi hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Býçak çevirme hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Yýrtma hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Kýlýç darbesi hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Ruh vuruþu hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Zehirli ok hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Kurt atlayýþý hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Hýzlý saldýrý hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Þiddetli vuruþ hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Ateþli ok hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Alev vuruþu hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Ok yaðmuru hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Karanlýk taþ hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Karanlýk vuruþ hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Þimþek atma hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Büyü çözme hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Ejderha kükremesi hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Kýlýç çevirme hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Kurt pençesi hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Kurt nefesi hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Üç yönlü kesme hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Zehirli bulut hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Parmak darbesi hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Hamle hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Tekrarlanan atýþ hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Ejderha darbesi hasarý +%%%d	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Ejderha dönüþü hasarý +%%%d	SA
TOOLTIP_SKILL_DEFEND_BONUS	Beceri hasarýna karþý koyma %%%d	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Patronlardan beceri hasarý -%%%d	SA
TOOLTIP_SKILL_DURATION	Süre: %d sn.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Kamuflaj süresi +%d sn	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Hava kýlýcý süresi +%d sn	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Hafif adým süresi +%d sn	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Kýrmýzý kurt ruhu süresi +%d sn	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Unutkanlýðýn Kitabý
TOOLTIP_SKILL_LEVEL	Güncel Seviye: %d
TOOLTIP_SKILL_LEVEL_MASTER	Güncel Seviye: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Güncel Seviye: %d (Max. %d)
TOOLTIP_SKILL_NEXT_LEVEL	Sonraki seviye: %d
TOOLTIP_SOCKET_EMPTY	Boþ
TOOLTIP_SOCKET_REFINABLE_ITEM	[Slotlu Nesne]
TOOLTIP_SP_REGEN	SP Üretimi +%%%d	SA
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_DARK	Karanlýk
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_EARTH	Toprak
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ELECT	Þimþek
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_FIRE	Ateþ
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_ICE	Buz
TOOLTIP_STATUS_EFFECT_SHOWER_ELEMENT_ENCHANT_WIND	Rüzgar
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_BLUE	Mavi
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_GREEN	Yeþil
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_RED	Kýrmýzý
TOOLTIP_STATUS_EFFECT_SHOWER_GUILD_BATTLE_TEAM_YELLOW	Sarý
TOOLTIP_STR	Güç +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	SungMa iradesi güçlendirmesi	SNA
TOOLTIP_SUNGMA_HP	%d SungMa iradesi (VIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d SungMa iradesi (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d SungMa iradesi (RES)	SA
TOOLTIP_SUNGMA_PER_HP	%%%d SungMa iradesi (VIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%%%d SungMa iradesi (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%%%d SungMa iradesi (RES)	SA
TOOLTIP_SUNGMA_PER_STR	%%%d SungMa iradesi (STR)	SA
TOOLTIP_SUNGMA_STR	%d SungMa iradesi (STR)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. eklenen Bonus +%%%d	SA
TOOLTIP_TIME_CHARGER_FIX	Süre Yükleme %d sn.	SA
TOOLTIP_TIME_CHARGER_PER	Süre Yükleme %%%d	SA
TOOLTIP_UNIQUE	Eþsiz
TOOLTIP_UNSEAL_LEFT_TIME	Ruhtan ayrýlma: %dH %dM sonra
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Suikast kullanýmda %%%d HP emer	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Uçan týlsým soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Uçan týlsým soðuma süresi: -%d saniye, %% 20 þansla	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Þimþek çaðýrma kullanýmýnda maksimum %%%d HP emersin.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Þimþek pençesi kullanýmýnda %%%d HP emer	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Býçak çevirme düþmanlarý %%%d þansla sersemletir	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Yýrtma kullanýmýnda kritik saldýrý þansýný %d sn artýr	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Yýrtma kullanýmýnda %%%d HP emer	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Çivit kurt ruhu kullanýmýnda sihir hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Çivit kurt ruhu kullanýmýnda hareket hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_CHEONUN_NEXT_COOLTIME_DECREASE_PCT	Eter kalkaný kullandýldýðýnda %%%d olasýlýkla\neter kalkanýnýn bir sonraki soðuma süresini 5 saniye düþürür.	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Güçlü beden kullanýmýnda sihir hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	%%%d olasýlýkla becerilerinin soðuma süresini sýfýrlar.	SA
TOOLTIP_USE_SKILL_FINISH_NEXT_COOLTIME_DECREASE_PCT	Deprem kullandýldýðýnda depremin bir sonraki soðuma süresini %d%% ihtimalle 5 saniye düþürür.	SA
TOOLTIP_USE_SKILL_GEOMAGGWI_NEXT_COOLTIME_DECREASE_PCT	Ateþ darbesi kullandýldýðýnda ateþ darbesinin bir sonraki soðuma süresini %d%% ihtimalle 5 saniye düþürür.	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Kýlýç darbesi soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Kýlýç darbesi soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Ejderha yardýmý kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Ruh vuruþu, düþmanlarý %%%d þansla sersemletir	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Zehirli ok kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Yaþama isteði kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Kurt atlayýþý düþmanlara %%%d þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Kurt atlayýþý, düþmanlarý %%%d þansla sersemletir	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Þimþek saldýrýsý soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Þimþek saldýrýsý soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Büyülü keskinlik kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Þiddetli vuruþ, düþmanlara %%%d þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Kutsama kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Alev vuruþu, düþmanlara %%%d þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_ILGWANGPYO_NEXT_COOLTIME_DECREASE_PCT	Iþýk yýldýzý kullandýldýðýnda ýþýk yýldýzýnýn bir sonraki soðuma süresini %d%% ihtimalle 5 saniye düþürür.	SA
TOOLTIP_USE_SKILL_ILIPUNGU_NEXT_COOLTIME_DECREASE_PCT	Pençe ataðý kullandýldýðýnda pençe ataðýnýn bir sonraki soðuma süresini %d%% ihtimalle 5 saniye düþürür.	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Kýrmýzý kurt ruhu kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Þifa kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Saldýrý+ kullanýmýnda %d sn savunma bonusu al	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Ok yaðmuru, düþmanlara %%%d þansla misilleme yapar	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Ok yaðmuru soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Ok yaðmuru soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_MABEOBAGGWI_NEXT_COOLTIME_DECREASE_PCT	Ölüm dalgasý kullandýldýðýnda ölüm dalgasýnýn bir sonraki soðuma süresini %d%% ihtimalle 5 saniye düþürür.	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Karanlýk taþ, düþmanlarý %%%d þansla sersemletir	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Karanlýk koruma kullanýmýnda sihir hýzýný %d sn artýr	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Karanlýk vuruþ soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Karanlýk vuruþ soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_METEO_NEXT_COOLTIME_DECREASE_PCT	Meteor kullandýldýðýnda meteorun bir sonraki soðuma süresini %d%% ihtimalle 5 saniye düþürür.	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Ateþ hayaleti kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Kýlýç çemberi kullanýmýnda %d sn saldýrý bonusu al	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Þimþek atma soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Þimþek atma soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Büyü çözme, düþmanlarý %%%d þansla sersemletir	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Ejderha kükremesi kullanýmda %%%d HP emer	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Kýlýç çevirme kullanýmda %%%d HP emer	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Kurt pençesi soðuma süresi: -%d sn, %%10 þansla	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Kurt pençesi soðuma süresi: -%d saniye, %%20 þansla	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Kurt pençesi kullanýmda %%%d SP emer	SA
TOOLTIP_USE_SKILL_PUNGLOEPO_NEXT_COOLTIME_DECREASE_PCT	Saldýrý ateþi kullandýldýðýnda saldýrý ateþinin bir sonraki soðuma süresini %d%% ihtimalle 5 saniye düþürür.	SA
